SNP position	P	Odds ratio	gene	product
1316012	2.12E-07	2.583314	intergenic	n/a
1976999	2.13E-07	25.37339	plr	glyceraldehyde-3-phosphate dehydrogenase, plasmin receptor
2002635	2.18E-07	0.8757837	-	hypothetical protein
605697	2.20E-07	0.6691875	-	GTPase
219755	2.23E-07	2.635098	pflD	formate acetyltransferase
1566651	2.24E-07	0.2171005	-	acyltransferase
2080946	2.27E-07	4.791784	malA	maltodextrose utilization protein MalA
898838	2.28E-07	0.5770257	phtE	pneumococcal histidine triad protein E (Bvh-3)
181353	2.29E-07	10.34763	-	folylpolyglutamate synthase
2104920	2.29E-07	0.5846264	-	hypothetical protein
2049049	2.31E-07	0.04433405	phoP	alkaline phosphatase synthesis transcriptional regulatory protein
1347198	2.35E-07	0	ptsK	HPr kinase/phosphorylase
622957	2.35E-07	1.095916	-	hypothetical protein
700151	2.41E-07	0.3934421	-	PadR family transcriptional regulator
39213	2.47E-07	1.395838	polA	DNA polymerase I
363313	2.49E-07	0.5937162	tig	trigger factor
619324	2.54E-07	0.5184887	divIB	cell division protein DivIB/FtsQ
1162045	2.59E-07	5.891751	-	phosphohydrolase
1949972	2.78E-07	10.50028	-	hypothetical protein
1308483	2.82E-07	0	aroA	3-phosphoshikimate 1-carboxyvinyltransferase
50772	2.82E-07	0	-	bacteriocin transport accessory protein
1108218	2.82E-07	0	-	CAAX amino terminal protease family protein
1455901	2.82E-07	0	-	cyclophilin type peptidyl-prolyl cis-trans isomerase protein
2152496	2.82E-07	0	dltD	D-alanyl-lipoteichoic acid biosynthesis protein
976050	2.82E-07	0	radC	DNA repair protein RadC
729507	2.82E-07	0	glnQ3	glutamine transporter, ATP-binding protein 3
1604421	2.82E-07	0	-	hypothetical protein
1594348	2.82E-07	0	-	hypothetical protein
2092120	2.82E-07	0	-	Major Facilitator Superfamily protein
375479	2.82E-07	0	serS	seryl-tRNA synthetase
1990501	2.87E-07	0.4102181	adhE	bifunctional acetaldehyde-CoA/alcohol dehydrogenase
2090552	2.87E-07	0.648769	hisS	histidyl-tRNA synthetase
810440	2.92E-07	0.4580593	-	hypothetical protein
232311	2.94E-07	0.385915	proS	prolyl-tRNA synthetase
1613086	2.99E-07	6.506368	penA	penicillin-binding protein 2b
214169	3.00E-07	0.1604466	-	DeoR family regulatory protein
24241	3.00E-07	0.6641896	intergenic	n/a
1626384	3.02E-07	1.199669	-	oxidoreductase
211395	3.03E-07	2.617903	intergenic	n/a
1549196	3.15E-07	5.12217	-	aminotransferase
184997	3.18E-07	0.9041238	-	hypothetical protein
753633	3.22E-07	1.14088	parE	DNA topoisomerase IV subunit B
1990459	3.37E-07	0.4289547	adhE	bifunctional acetaldehyde-CoA/alcohol dehydrogenase
299663	3.39E-07	1.509901	-	hypothetical protein
1479769	3.46E-07	0.4653697	-	ABC transporter ATP-binding protein
1565204	3.48E-07	6.646074	-	cation-transporting ATPase
1697237	3.56E-07	6.677933	-	hypothetical protein
1568510	3.71E-07	0.6297108	intergenic	n/a
809198	3.79E-07	0.7510154	-	lipoprotein
214841	3.84E-07	0.4505785	-	sugar-binding regulatory protein
772065	3.88E-07	0.5017226	sufB	FeS assembly protein SufB
1067245	3.88E-07	1.335446	lacF	PTS system, lactose-specific IIA component
975264	3.91E-07	0.5583431	pcrA	ATP-dependent DNA helicase
970265	3.91E-07	0.5668701	-	DNA-binding protein
877212	3.93E-07	0.1776049	pepB	oligopeptidase
1998120	3.94E-07	0.6031404	araD	L-ribulose-5-phosphate 4-epimerase
1148465	4.06E-07	1.041889	pyrB	aspartate carbamoyltransferase catalytic subunit
2183005	4.07E-07	0	cbpD	choline binding protein D
338175	4.14E-07	4.917619	-	hypothetical protein
346580	4.17E-07	8.086991	mvaD	mevalonate diphosphate decarboxylase
345036	4.17E-07	7.640721	mvaK1	mevalonate kinase
259249	4.18E-07	0.4507957	manL	mannose-specific phosphotransferase system (PTS), IIAB component
1660458	4.21E-07	0.563534	-	hypothetical protein
734747	4.23E-07	4.0572	deoB	phosphopentomutase
2049125	4.25E-07	0.04433405	phoP	alkaline phosphatase synthesis transcriptional regulatory protein
2049089	4.25E-07	0.04717399	phoP	alkaline phosphatase synthesis transcriptional regulatory protein
611855	4.26E-07	10.79492	-	BipA family GTPase
2156376	4.33E-07	0.8624206	dltA	D-alanine--poly(phosphoribitol) ligase subunit 1
1048870	4.38E-07	0.1883379	pyrC	dihydroorotase
280794	4.40E-07	0	-	hypothetical protein
968569	4.40E-07	0	murZ	UDP-N-acetylglucosamine 1-carboxyvinyltransferase
2165179	4.41E-07	0.7604173	glpK	glycerol kinase
1049612	4.44E-07	1.119591	pyrC	dihydroorotase
1808214	4.49E-07	2.107656	intergenic	n/a
1943551	4.59E-07	0.51577	-	RmuC family protein
1928461	4.77E-07	1.528522	-	transport protein
1016196	4.78E-07	0.252568	addB	ATP-dependent exonuclease subunit B
39520	4.84E-07	1.350074	polA	DNA polymerase I
880621	4.85E-07	0.8924527	intergenic	n/a
44850	4.96E-07	0.2670166	-	aromatic amino acid aminotransferase
43912	4.96E-07	0.2670166	-	aromatic amino acid aminotransferase
44178	4.96E-07	0.2670166	-	aromatic amino acid aminotransferase
670680	4.99E-07	1.253977	-	helicase
703486	5.04E-07	0.7046859	-	NUDIX family protein
1681085	5.10E-07	0.6060123	priA	primosome assembly protein PriA
895068	5.17E-07	1.986958	intergenic	n/a
1690202	5.26E-07	0.9302209	-	isochorismatase
259357	5.36E-07	10.19977	manL	mannose-specific phosphotransferase system (PTS), IIAB component
1792074	5.38E-07	0.4248427	galE	UDP-glucose 4-epimerase
169383	5.41E-07	0.2577569	intergenic	n/a
866373	5.43E-07	0.4184958	fbpS	fibronectin/fibrinogen-binding protein adherence and virulence protein A
1303474	5.62E-07	Inf	-	glycosyl transferase
159886	5.66E-07	1.340058	-	hypothetical protein
2132789	5.73E-07	Inf	intergenic	n/a
1163136	5.80E-07	0.6820991	-	haloacid dehalogenase-like hydrolase
635848	6.07E-07	0.09394115	-	hypothetical protein
1332898	6.10E-07	1.15262	-	extracellular amino acid-binding protein
1690516	6.15E-07	5.88864	-	isochorismatase
1046848	6.17E-07	1.249275	-	multidrug resistance protein
401803	6.24E-07	3.293892	ilvH	acetolactate synthase 3 regulatory subunit
88407	6.25E-07	0.2987773	intergenic	n/a
1980724	6.29E-07	0	intergenic	n/a
1121659	6.44E-07	2.514666	intergenic	n/a
1429746	6.50E-07	1.400746	atpF	F0F1 ATP synthase subunit B
507671	6.65E-07	3.282549	pheT	phenylalanyl-tRNA synthetase subunit beta
1103099	6.84E-07	1.700214	-	hypothetical protein
1571407	7.00E-07	1.323666	thrS	threonyl-tRNA synthetase
2113121	7.11E-07	2.117322	gcnA	N-acetyl-beta-D-glucosaminidase
620464	7.11E-07	5.673215	intergenic	n/a
2220349	7.24E-07	2.146488	htrA	serine protease
836369	7.25E-07	0.9335501	cbpE	choline binding protein E
1106703	7.48E-07	0.5407724	uvrB	excinuclease ABC subunit B
1164169	7.56E-07	2.707079	-	camphor resistance protein CrcB
1741986	7.70E-07	2.103788	rsmE	16S ribosomal RNA methyltransferase 
1647053	7.74E-07	3.922561	secA	preprotein translocase subunit SecA
990467	7.81E-07	0	ribC	bifunctional riboflavin kinase/FMN adenylyltransferase
1985989	7.83E-07	0.8552979	licC	PTS system, lichenan-specific IIc component
1090371	7.87E-07	1.414255	gyrA	DNA gyrase subunit A
175401	8.00E-07	0.9849125	uvrA	excinuclease ABC subunit A
2064490	8.02E-07	1.884612	pbp1B	penicillin-binding protein 1B
430991	8.07E-07	4.499279	rpoE	DNA-directed RNA polymerase subunit delta
100300	8.10E-07	0.2215688	-	hypothetical protein
335785	8.14E-07	11.99689	-	RNA methylase family protein
365521	8.17E-07	2.352832	-	hypothetical protein
179233	8.17E-07	0.3378155	intergenic	n/a
1140381	8.23E-07	8.53562	-	polysaccharide biosynthesis flippase
1049155	8.43E-07	0.4483625	pyrC	dihydroorotase
365548	8.49E-07	2.179104	-	hypothetical protein
347285	8.54E-07	7.640721	mvaK2	phosphomevalonate kinase
1377686	8.59E-07	1.404137	-	beta-lactamase
2189947	8.72E-07	2.328664	comFA	late competence protein
1667455	8.89E-07	1.146293	scrB	sucrose-6-phosphate hydrolase
2208041	8.95E-07	1.025847	intergenic	n/a
1452508	9.07E-07	0.9211632	-	hypothetical protein
203927	9.23E-07	1.419492	rpsM	30S ribosomal protein S13
1040771	9.71E-07	1.666817	-	lipoate-protein ligase A
1408892	1.05E-06	0.252568	tufA	elongation factor Tu
99465	1.06E-06	1.620228	-	hypothetical protein
49681	1.07E-06	Inf	-	bacteriocin transport/processing ATP-binding protein
95871	1.17E-06	0.4908464	-	binding-protein-dependent transport system membrane protein
2079244	1.17E-06	0.5588743	malD	maltose/maltodextrin ABC transport system permease protein
1143232	1.18E-06	2.17761	-	phosphotransferase LicD2
1143217	1.18E-06	2.17761	-	phosphotransferase LicD2
1305739	1.19E-06	2.383254	-	cell envelope-related transcriptional attenuator domain protein
2094386	1.19E-06	1.317978	intergenic	n/a
1417666	1.20E-06	0.4588259	pgmA	phosphomannomutase
1874946	1.23E-06	1.187416	recX	recombination regulator RecX
1885721	1.23E-06	1.28303	intergenic	n/a
162960	1.26E-06	0.58632	-	DNA-binding protein
987479	1.29E-06	0.3760865	-	hypothetical protein
2056484	1.32E-06	1.563809	gpsA	NAD(P)H-dependent glycerol-3-phosphate dehydrogenase
468238	1.35E-06	2.294248	blpB	ABC transporter
2047263	1.48E-06	0.1421807	argS	arginyl-tRNA synthetase
337436	1.53E-06	4.839227	-	hypothetical protein
984667	1.53E-06	1.807742	intergenic	n/a
1947104	1.55E-06	0.5528318	ksgA	dimethyladenosine transferase
1652284	1.55E-06	Inf	-	hypothetical protein
121035	1.56E-06	0.4293497	-	hypothetical protein
1451017	1.56E-06	0.5852302	murE	UDP-N-acetylmuramoylalanyl-D-glutamate--L-lysine ligase
1338950	1.59E-06	0.7635819	-	NOL1/NOP2/sun family protein
504693	1.59E-06	1.142992	pheS	phenylalanyl-tRNA synthetase subunit alpha
2018057	1.60E-06	1.13442	tgt	queuine tRNA-ribosyltransferase
1046125	1.64E-06	1.845436	pdhA	pyruvate dehydrogenase E1 component,alpha subunit
1937966	1.65E-06	0.4798086	-	OxaA-like protein precursor
193953	1.68E-06	4.491638	intergenic	n/a
2056249	1.71E-06	1.682939	intergenic	n/a
1336763	1.74E-06	0.6166825	-	phosphate ABC transporter permease
299406	1.79E-06	Inf	-	hypothetical protein
1040102	1.80E-06	4.175438	xerS	site-specific tyrosine recombinase XerS
520061	1.81E-06	1.535557	-	leucine-rich protein
1885700	1.87E-06	1.345922	intergenic	n/a
164725	1.90E-06	0.6462268	mutL	DNA mismatch repair protein
1874025	1.91E-06	1.714095	-	RNA methyltransferase
185490	1.92E-06	0.8417358	-	hypothetical protein
210391	1.97E-06	1.131945	-	ATP-binding component of ABC transporter
923213	1.97E-06	0.5805751	-	regulatory protein
923234	1.97E-06	0.6029293	intergenic	n/a
1888961	1.98E-06	2.013012	intergenic	n/a
1389111	1.99E-06	4.094584	-	hemolysin-III-like membrane protein
753024	2.02E-06	0.1416828	parE	DNA topoisomerase IV subunit B
582039	2.02E-06	0.9161002	-	sodium hydrogen exchange transporter
771183	2.03E-06	Inf	sufB	FeS assembly protein SufB
1977894	2.03E-06	Inf	-	puttaive FtsX-family transport protein
647256	2.03E-06	Inf	spxB	pyruvate oxidase
213945	2.06E-06	1.373666	-	DeoR family regulatory protein
1303415	2.06E-06	0.5410685	-	glycosyl transferase
1302717	2.10E-06	0.7846472	-	glycosyl transferase
1612432	2.11E-06	2.685621	penA	penicillin-binding protein 2b
1624741	2.24E-06	1.489936	-	N-acetylmannosamine-6-phosphate 2-epimerase
1997587	2.25E-06	2.03965	intergenic	n/a
1306486	2.27E-06	0.4490095	-	cell envelope-related transcriptional attenuator domain protein
2013770	2.35E-06	0.04180109	intergenic	n/a
746002	2.38E-06	0.1883379	-	lipoprotein
739936	2.38E-06	0.1776049	-	topology modulation protein
1411392	2.38E-06	0.1883379	intergenic	n/a
36380	2.38E-06	0.1883379	intergenic	n/a
547500	2.39E-06	14.10117	-	extracellular solute-binding protein
1392689	2.41E-06	0.3201858	-	ApbE family protein
2166494	2.41E-06	1.030098	intergenic	n/a
2198571	2.42E-06	0.5805751	-	cobalt transport protein
1798575	2.42E-06	0.1776049	intergenic	n/a
1816699	2.47E-06	1.012423	galR	galactose operon repressor
1129529	2.49E-06	3.036863	-	CutC family protein
677304	2.52E-06	1.120045	-	hypothetical protein
714977	2.54E-06	1.029348	-	bifunctional ATP-dependent DNA helicase/DNA polymerase III subunit epsilon
977785	2.57E-06	0.252568	-	hypothetical protein
1097206	2.59E-06	0.549674	mutY	A/G-specific adenine glycosylase
1802841	2.71E-06	1.491851	-	ABC transporter ATP-binding protein/permease
283803	2.71E-06	2.960112	ugl	unsaturated glucuronyl hydrolase
1063439	2.75E-06	0.3044612	lacR1	lactose phosphotransferase system repressor 1
583422	2.75E-06	2.291237	-	sodium hydrogen exchange transporter
1362837	2.78E-06	0.3044612	-	DNA modification methylase
1376200	2.78E-06	0.3201858	-	GntR family transcriptional regulator
1107850	2.85E-06	3.304403	-	CAAX amino terminal protease family protein
1107556	2.85E-06	3.304403	-	CAAX amino terminal protease family protein
1050001	2.86E-06	0.6266539	mutX	mutator MutX protein (7,8-dihydro-8-oxoguanine-triphosphatase)
1064333	2.96E-06	0.08394175	lacG2	6-phospho-beta-galactosidase
1063976	2.96E-06	0.08566897	lacG2	6-phospho-beta-galactosidase
1064357	2.96E-06	0.08566897	lacG2	6-phospho-beta-galactosidase
206805	3.01E-06	0.2794007	-	hypothetical protein
1049887	3.16E-06	0.2073334	mutX	mutator MutX protein (7,8-dihydro-8-oxoguanine-triphosphatase)
1889707	3.23E-06	0.6418872	ply	pneumolysin (thiol-activated cytolysin)
670714	3.25E-06	0.2670166	-	helicase
145357	3.25E-06	0.0874626	-	hypothetical protein
1058071	3.25E-06	0.2670166	pstI	phosphoenolpyruvate-protein phosphotransferase
929459	3.25E-06	0.2395637	intergenic	n/a
164266	3.38E-06	0.3184472	mutL	DNA mismatch repair protein
699275	3.40E-06	Inf	metG	methionyl-tRNA synthetase
1531915	3.49E-06	11.26552	clpX	ATP-dependent protease ATP-binding subunit ClpX
1562326	3.51E-06	1.616004	-	FAD dependent oxidoreductase
612686	3.60E-06	0.252568	-	BipA family GTPase
1570302	3.60E-06	0.6197318	intergenic	n/a
623118	3.65E-06	0.9049224	-	hypothetical protein
2035501	3.70E-06	1.636433	gltX	glutamyl-tRNA synthetase
835851	3.83E-06	0.6075809	cbpE	choline binding protein E
10754	3.84E-06	2.097941	-	ATP-binding PP-loop family protein
2218165	3.85E-06	2.215521	-	sensor histidine kinase
2220151	3.85E-06	2.363923	htrA	serine protease
1100088	4.03E-06	4.917619	fhs1	formate--tetrahydrofolate ligase
542188	4.08E-06	0.4728911	murN	peptidoglycan branched peptide synthesis protein
1019663	4.12E-06	0	addA	ATP-dependent exonuclease subunit A
1526964	4.13E-06	0.5137775	-	hypothetical protein
631399	4.17E-06	1.492899	lctO	L-lactate oxidase
1740879	4.18E-06	0.470952	-	oligopeptidase
1930808	4.55E-06	1.893776	epuA	competence associated protein
1105341	4.68E-06	0.430271	uvrB	excinuclease ABC subunit B
816852	4.83E-06	1.296651	intergenic	n/a
698598	4.98E-06	Inf	metG	methionyl-tRNA synthetase
1128909	5.02E-06	10.19977	-	hypothetical protein
394608	5.27E-06	2.334814	intergenic	n/a
1304791	5.29E-06	Inf	-	LicD-family phosphotransferase
174077	5.31E-06	Inf	-	CorA-like Mg2+ transporter protein
282022	5.34E-06	28.83533	idnO	gluconate 5-dehydrogenase
540370	5.36E-06	1.562182	-	esterase
1042919	5.43E-06	1.359734	acoL	dihydrolipoamide dehydrogenase
286441	5.46E-06	2.794281	-	hypothetical protein
718942	5.48E-06	0.7773327	gyrB	DNA gyrase subunit B
955796	5.57E-06	0.9339467	ppc	phosphoenolpyruvate carboxylase
74947	5.65E-06	1.306153	-	beta-galactosidase
737188	5.67E-06	0.7633284	intergenic	n/a
1965280	5.69E-06	2.098734	intergenic	n/a
813891	5.74E-06	1.164577	-	transcription accessory protein
2063464	5.81E-06	0.9009354	pbp1B	penicillin-binding protein 1B
53590	5.82E-06	0.9688576	-	phosphoribosylformylglycinamidine synthase protein
1403388	5.88E-06	0.3830718	-	oxidoreductase
43746	5.89E-06	0.3735983	-	aromatic amino acid aminotransferase
1375957	5.90E-06	0.4546251	-	GntR family transcriptional regulator
174706	5.98E-06	Inf	intergenic	n/a
1148605	6.00E-06	3.003902	pyrB	aspartate carbamoyltransferase catalytic subunit
8101	6.00E-06	12.67068	trcF	transcription-repair coupling factor
449868	6.23E-06	1.597055	-	type I restriction-modification system M protein
2025149	6.26E-06	0.3340778	-	threonine synthase
269735	6.54E-06	0.8928992	rplM	50S ribosomal protein L13
1534473	6.61E-06	0.09394115	-	exported choline-binding glycosyl hydrolase
155085	6.64E-06	0.2470158	-	ABC transporter system permease protein
268569	6.68E-06	0.2300435	-	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine pyrophosphokinase
1658989	6.72E-06	0.8188697	-	hypothetical protein
1863420	6.76E-06	0.2151016	msmR	AraC family transcriptional regulator
618540	6.78E-06	0.6405993	murG	UDP diphospho-muramoyl pentapeptide beta-N acetylglucosaminyl transferase
601877	6.83E-06	2.131411	glkA	glucokinase
664175	6.84E-06	0.5655647	-	hypothetical protein
1578781	6.92E-06	20.75798	scaR	metal-dependent transcriptional regulator
1307013	6.94E-06	2.225497	pheA	prephenate dehydratase
2125299	6.95E-06	3.068817	arcB	ornithine carbamoyltransferase
1682284	7.05E-06	1.219393	gmk	guanylate kinase
1297752	7.06E-06	2.634171	hom	homoserine dehydrogenase
229846	7.08E-06	1.574613	uppS	UDP pyrophosphate synthase
629718	7.14E-06	2.251026	lysS	lysyl-tRNA synthetase
262993	7.15E-06	20.14179	-	permease
657710	7.20E-06	0.4656908	clpP	ATP-dependent Clp protease proteolytic subunit
696455	7.28E-06	2.749939	-	permease
1588458	7.36E-06	0.5327963	mtsC	metal cation ABC transporter membrane protein
539186	7.45E-06	0.9180145	-	metallo-beta-lactamase superfamily protein
1616485	7.57E-06	2.296416	nanH	N-acetylneuraminate lyase
522904	7.62E-06	2.037051	-	hypothetical protein
817322	7.63E-06	1.24397	-	ABC transporter ATP-binding protein
1302126	7.76E-06	0.5737893	-	glycosyl transferase
1484072	7.77E-06	0.5939634	glmM	phosphoglucosamine mutase
1665214	7.78E-06	0.7103909	scrA	sucrose-specific phosphotransferase system (PTS), IIABC component
101705	7.85E-06	9.378769	-	hypothetical protein
292059	7.90E-06	0.179838	pbpX	penicillin binding protein 2x
1588197	7.97E-06	0.5374331	mtsC	metal cation ABC transporter membrane protein
1613770	8.01E-06	4.486245	penA	penicillin-binding protein 2b
337904	8.32E-06	Inf	-	hypothetical protein
564042	8.32E-06	Inf	-	surface-anchored serine protease
351599	8.47E-06	0.2797865	intergenic	n/a
1402890	8.54E-06	0.3201858	-	hypothetical protein
2064067	8.54E-06	0.6896226	pbp1B	penicillin-binding protein 1B
236465	8.60E-06	0.4872445	glmS	glucosamine--fructose-6-phosphate aminotransferase
657937	8.62E-06	1.745697	clpP	ATP-dependent Clp protease proteolytic subunit
42006	8.68E-06	0.252568	-	CoA-binding protein
45053	8.68E-06	0.2395637	recO	DNA repair protein RecO
2133126	8.69E-06	0	-	alcohol dehydrogenase
1019432	8.69E-06	0.8830622	addA	ATP-dependent exonuclease subunit A
804344	8.70E-06	23.62041	pfk	6-phosphofructokinase
248615	8.70E-06	23.62041	polC	DNA polymerase III PolC
2148796	8.70E-06	1.596932	adcA	zinc-binding protein AdcA precursor
1823009	8.95E-06	0.3994474	-	glycine/betaine ABC transporter
210184	8.98E-06	0.8922223	-	ABC transporter permease
811400	9.23E-06	1.954129	-	hypothetical protein
696933	9.57E-06	0.6583096	-	permease
579278	9.65E-06	0.1604466	-	hypothetical protein
1052201	9.68E-06	2.870402	-	haloacid dehalogenase-like hydrolase
1414698	9.84E-06	0.5560216	-	hypothetical protein
224288	9.94E-06	1.824555	leuS	leucyl-tRNA synthetase
213470	1.00E-05	0.1943853	-	pyruvate formate-lyase activating enzyme
676581	1.01E-05	0.745303	sodA	superoxide dismutase
2185318	1.03E-05	1.379476	rplI	50S ribosomal protein L9
987452	1.05E-05	0.3700809	-	hypothetical protein
1688922	1.06E-05	0	-	methyltransferase
903463	1.07E-05	0.6671795	intergenic	n/a
1161567	1.08E-05	7.070842	-	phosphohydrolase
1161590	1.08E-05	7.070842	-	phosphohydrolase
299173	1.09E-05	0.2171005	intergenic	n/a
878646	1.10E-05	6.150326	-	O-methyltransferase
1555235	1.12E-05	41.23733	-	Major Facilitator Superfamily protein
2118019	1.14E-05	4.566634	-	hypothetical protein
882504	1.14E-05	1.888871	-	hypothetical protein
814194	1.14E-05	1.179894	-	transcription accessory protein
760274	1.15E-05	0.6188614	-	hypothetical protein
818358	1.16E-05	1.254666	-	ABC transporter permease
533421	1.22E-05	1.754179	-	amino acid ABC transporter permease
2019688	1.22E-05	0.7947531	-	pyrrolidone-carboxylate peptidase
1634458	1.27E-05	0.78371	nanA	sialidase A (neuraminidase A)
1443359	1.28E-05	1.640502	-	cystathionine gamma-synthase
1972324	1.29E-05	3.704534	intergenic	n/a
216595	1.30E-05	0.106799	-	sugar phosphotransferase system (PTS), IIC component
384239	1.32E-05	9.607721	fabF	3-oxoacyl-(acyl carrier protein) synthase II
1922928	1.34E-05	2.061745	rpoC	DNA-directed RNA polymerase subunit beta'
608803	1.36E-05	1.218615	-	LysR family transcriptional regulator
51832	1.40E-05	1.745567	-	bacteriocin transport accessory protein
1760836	1.40E-05	0.4851626	-	Mga-like regulatory protein
1591171	1.41E-05	0.5629188	-	ABC transporter permease
1589150	1.41E-05	0.551475	mtsA	metal ABC transporter substrate-binding lipoprotein precursor
808850	1.42E-05	0.7412861	-	lipoprotein
285823	1.43E-05	Inf	agaD	N-acetylgalactosamine-specific phosphotransferase system (PTS), IID component
1664951	1.43E-05	2.441662	scrA	sucrose-specific phosphotransferase system (PTS), IIABC component
257927	1.44E-05	0.3505433	manN	mannose-specific phosphotransferase system (PTS), IID component
2206021	1.44E-05	0.5595651	recF	recombination protein F
1360494	1.47E-05	2.378933	-	peptidase
685097	1.49E-05	0.4514177	-	hypothetical protein
174788	1.50E-05	0.2663744	intergenic	n/a
88222	1.50E-05	1.461695	intergenic	n/a
848693	1.54E-05	0.8599421	-	hypothetical protein
52468	1.54E-05	1.309605	purC	phosphoribosylaminoimidazole-succinocarboxamide synthase
1105025	1.57E-05	1.541371	-	hypothetical protein
1302561	1.59E-05	0.4394037	-	glycosyl transferase
738120	1.61E-05	12.60129	intergenic	n/a
1302678	1.67E-05	2.910796	-	glycosyl transferase
1302654	1.67E-05	2.910796	-	glycosyl transferase
1302969	1.67E-05	2.66427	-	glycosyl transferase
1304008	1.67E-05	2.910796	-	glycosyl transferase
1302813	1.67E-05	2.910796	-	glycosyl transferase
1302957	1.67E-05	2.910796	-	glycosyl transferase
1302888	1.67E-05	3.071983	-	glycosyl transferase
1303429	1.67E-05	2.910796	-	glycosyl transferase
1303978	1.67E-05	3.071983	-	glycosyl transferase
1303387	1.67E-05	2.910796	-	glycosyl transferase
1303594	1.67E-05	2.910796	-	glycosyl transferase
1304020	1.67E-05	2.910796	-	glycosyl transferase
1303695	1.67E-05	3.234022	-	glycosyl transferase
523918	1.69E-05	8.243485	-	ABC transporter permease
666366	1.69E-05	8.243485	ftsX	cell division protein
590928	1.69E-05	8.243485	-	hypothetical protein
1050227	1.69E-05	8.243485	mutX	mutator MutX protein (7,8-dihydro-8-oxoguanine-triphosphatase)
1093796	1.69E-05	0.123611	-	plasmid addiction system, toxin protein
1676420	1.69E-05	8.243485	-	protein phosphatase
1067909	1.69E-05	8.243485	lacT2	transcription antiterminator LacT 2
1638918	1.69E-05	8.243485	intergenic	n/a
1294025	1.71E-05	0.6070578	-	ABC transporter ATP-binding protein
1563171	1.80E-05	0.3996632	-	NIF3 (NGG1p interacting factor 3) family protein
1563158	1.80E-05	0.3996632	-	NIF3 (NGG1p interacting factor 3) family protein
527260	1.81E-05	0.3193665	intergenic	n/a
702245	1.84E-05	0.2103184	-	hypothetical protein
480942	1.86E-05	0.4936756	infB	translation initiation factor IF-2
1458451	1.92E-05	1.757377	asnC	asparaginyl-tRNA synthetase
1081800	1.92E-05	2.04976	xseA	exodeoxyribonuclease VII large subunit
1750043	1.94E-05	0.5209855	-	phage-like protein
1683922	1.96E-05	1.18597	-	hypothetical protein
2117898	1.99E-05	3.304403	-	glycosyl hydrolase
811304	2.01E-05	1.407246	-	hypothetical protein
1740486	2.01E-05	3.071091	-	oligopeptidase
292431	2.01E-05	2.707238	pbpX	penicillin binding protein 2x
678004	2.05E-05	1.340095	-	radical SAM superfamily protein
171967	2.08E-05	0	-	carboxypeptidase
175551	2.10E-05	Inf	uvrA	excinuclease ABC subunit A
666076	2.14E-05	1.413294	ftsE	cell division ATP-binding protein
1425130	2.15E-05	0.4483625	atpD	F0F1 ATP synthase subunit beta
2134724	2.15E-05	1.137875	fucI	L-fucose isomerase
508227	2.15E-05	0.930993	pheT	phenylalanyl-tRNA synthetase subunit beta
796421	2.19E-05	0.3858279	-	type I restriction modification system restriction protein
53728	2.22E-05	0.9569321	-	phosphoribosylformylglycinamidine synthase protein
1554784	2.23E-05	0.9649695	truA	tRNA pseudouridine synthase A
663336	2.24E-05	3.518014	intergenic	n/a
1922511	2.31E-05	0.2642724	rpoC	DNA-directed RNA polymerase subunit beta'
267119	2.31E-05	14.43469	folE	GTP cyclohydrolase I
430000	2.32E-05	Inf	-	hypothetical protein
202784	2.36E-05	0.3996632	adk	adenylate kinase
1090566	2.36E-05	4.769558	gyrA	DNA gyrase subunit A
1977314	2.39E-05	2.911357	plr	glyceraldehyde-3-phosphate dehydrogenase, plasmin receptor
1887735	2.39E-05	1.430568	-	MarR family transcriptional regulator
2152379	2.40E-05	0.4382879	dltD	D-alanyl-lipoteichoic acid biosynthesis protein
197749	2.41E-05	0.4294177	rpsN	30S ribosomal protein S14
172778	2.42E-05	4.67177	intergenic	n/a
1590162	2.50E-05	2.997156	tpx	thiol peroxidase
684484	2.50E-05	0.2238473	intergenic	n/a
445182	2.62E-05	3.912394	intergenic	n/a
619419	2.63E-05	0.9656069	divIB	cell division protein DivIB/FtsQ
1928581	2.64E-05	0.6161046	-	transport protein
93660	2.65E-05	0.6349559	intergenic	n/a
686694	2.67E-05	0.1572121	trmD	tRNA (guanine-N(1)-)-methyltransferase
1348140	2.70E-05	2.910796	nagB	glucosamine-6-phosphate isomerase
2118052	2.72E-05	3.304403	-	hypothetical protein
296784	2.73E-05	0.1825415	clpL	ATP-dependent protease ATP-binding subunit ClpL
1471326	2.75E-05	1.325434	-	hypothetical protein
904590	2.76E-05	3.029972	pepT	peptidase T
392270	2.87E-05	4.653905	gatB	aspartyl/glutamyl-tRNA amidotransferase subunit B
392249	2.87E-05	4.653905	gatB	aspartyl/glutamyl-tRNA amidotransferase subunit B
727547	2.87E-05	2.61808	clpE	ATP-dependent Clp protease ATP-binding subunit
1535764	2.96E-05	2.394459	tpiA	triosephosphate isomerase
1952085	2.98E-05	0.5894418	-	hypothetical protein
1952646	2.98E-05	0.5894418	-	TatD related DNase
1574567	3.02E-05	5.025554	-	response regulator protein
1688868	3.05E-05	0.5730469	-	methyltransferase
671220	3.06E-05	1.562096	-	helicase
1889195	3.10E-05	1.652607	intergenic	n/a
1974247	3.13E-05	1.346222	pbp2A	penicillin-binding protein 2a
1303318	3.15E-05	0.4438464	-	glycosyl transferase
